smiles,role,pubchem_cid,inchikey,pubchem_patent_ids
CCCCCCCCCCCCN1C(=O)C2=C(c3ccc(C4=CC5C(C=C4)c4ccc(-c6ccc(C7=C8C(=O)N(CCCCCCCCCCCC)C(c9cccs9)=C8C(=O)N7CCCCCCCCCCCC)s6)cc4C54c5cc(-c6ccc(C7=C8C(=O)N(CCCCCCCCCCCC)C(c9cccs9)=C8C(=O)N7CCCCCCCCCCCC)s6)ccc5C5C=CC(c6ccc(C7=C8C(=O)N(CCCCCCCCCCCC)C(c9cccs9)=C8C(=O)N7CCCCCCCCCCCC)s6)=CC54)s3)N(CCCCCCCCCCCC)C(=O)C2=C1c1cccs1,acceptor,,GQQKDHQXBATULK-UHFFFAOYSA-N,
CCCCCCCCN1C(=O)C2=C(c3ccc(C#CC4=CC5C(C=C4)c4ccc(C#Cc6ccc(C7=C8C(=O)N(CCCCCCCC)C(c9cccs9)=C8C(=O)N7CCCCCCCC)s6)cc4C54c5cc(C#Cc6ccc(C7=C8C(=O)N(CCCCCCCC)C(c9cccs9)=C8C(=O)N7CCCCCCCC)s6)ccc5C5C=CC(C#Cc6ccc(C7=C8C(=O)N(CCCCCCCC)C(c9cccs9)=C8C(=O)N7CCCCCCCC)s6)=CC54)s3)N(CCCCCCCC)C(=O)C2=C1c1cccs1,acceptor,,WQWVDHKMMDCSOR-UHFFFAOYSA-N,
CCCCCCCCN1C(=O)C2=C(c3ccc(C4=CC5C(C=C4)c4ccc(-c6ccc(C7=C8C(=O)N(CCCCCCCC)C(c9cccs9)=C8C(=O)N7CCCCCCCC)s6)cc4C54c5cc(-c6ccc(C7=C8C(=O)N(CCCCCCCC)C(c9cccs9)=C8C(=O)N7CCCCCCCC)s6)ccc5C5C=CC(c6ccc(C7=C8C(=O)N(CCCCCCCC)C(c9cccs9)=C8C(=O)N7CCCCCCCC)s6)=CC54)s3)N(CCCCCCCC)C(=O)C2=C1c1cccs1,acceptor,,KOCAYSGKFHLTEW-UHFFFAOYSA-N,
CCCCCCCCN1C(=O)c2c(c(-c3cccs3)c3c(c2-c2cccs2)-c2cccc4c(-c5ccc(C=O)cc5)ccc-3c24)C1=O,acceptor,102127251.0,SCINHEPFJBHJOO-UHFFFAOYSA-N,
CCCCCCCCN1C(=O)c2c(c(-c3cccs3)c3c(c2-c2cccs2)-c2cccc4c(C#N)ccc-3c24)C1=O,acceptor,102495800.0,DCQFRFONSYKZGL-UHFFFAOYSA-N,
CCCCCCCCN1C(=O)c2c(c(-c3cccs3)c3c(c2-c2cccs2)-c2cccc4c(C(=O)OC)ccc-3c24)C1=O,acceptor,102127252.0,QALIJQKLKVRTDM-UHFFFAOYSA-N,
COC1=CC2c3cc(OC)ccc3C(=C3c4cc5ccccc5cc4-c4cc5ccccc5cc43)C2C=C1,acceptor,,SILFGAQJPGSBQX-UHFFFAOYSA-N,
CCCCCCC(CCCC)CN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c(c5)C(=C(C#N)C#N)c5cc(-c7ccc(-c8ccc9c%10c(cccc8%10)C(=O)N(CC(CCCC)CCCCCC)C9=O)s7)ccc5-6)s4)ccc(c23)C1=O,acceptor,,BEIMEBCTNVKVCL-UHFFFAOYSA-N,
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5/SC(=S)N(CC)C5=O)c5nc(-c6ccccc6)c(-c6ccccc6)nc45)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2ccc(/C=C4/SC(=S)N(CC)C4=O)c4nc(-c5ccccc5)c(-c5ccccc5)nc24)sc1-3,acceptor,,DXXIUIKKKIMQHA-CNAUVZCOSA-N,
CCCCCCc1ccc(-c2c(-c3ccc(-c4ccc5c6c(cccc46)C(=O)N(CC(CC)CCCC)C5=O)s3)sc3c(-c4ccc(CCCCCC)s4)c(-c4ccc(-c5ccc6c7c(cccc57)C(=O)N(CC(CC)CCCC)C6=O)s4)sc23)s1,acceptor,,GZVPJYCSHRRWOM-UHFFFAOYSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C(\C#N)C(=O)OCC)c6nsnc56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=C(\C#N)C(=O)OCC)c5nsnc35)sc2-4)cc1,acceptor,,UDCKXQYGGWCSNN-CPPGRHOFSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6/SC(=O)N(CC)C6=O)c6nsnc56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=C5/SC(=O)N(CC)C5=O)c5nsnc35)sc2-4)cc1,acceptor,,BFOWZKAORBYHIZ-SHQJKUEESA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nsnc56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)c5nsnc35)sc2-4)cc1,acceptor,,QVYCCXBHWUOAQV-UNAFEMLISA-N,
CCCCCCCCC(CCCCCC)CN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c(c5)C(=O)c5cc(-c7ccc(-c8ccc9c%10c(cccc8%10)C(=O)N(CC(CCCCCC)CCCCCCCC)C9=O)s7)ccc5-6)s4)ccc(c23)C1=O,acceptor,,QVEWWDAGBHSBTC-UHFFFAOYSA-N,
CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(-c2ccc(/C=C5/SC(=S)N(CC)C5=O)c5nsnc25)cc1C4(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(-c2ccc(/C=C4/SC(=S)N(CC)C4=O)c4nsnc24)sc1-3,acceptor,,RTJNNUANAFVKHO-RNVQEKEHSA-N,
CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5/SC(=O)N(CC)C5=O)c5nsnc45)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(/C=C4/SC(=O)N(CC)C4=O)c4nsnc24)sc1-3,acceptor,,GUGOKABDPHOLNG-KOFZYJMNSA-N,
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)c4cc(-c6ccc(-c7ccc8c(c7)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C8=O)s6)ccc4-5)s3)cc2C1=O,acceptor,,OMFAZVLMBQNGAY-UHFFFAOYSA-N,
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c(c5)C(=O)c5cc(-c7ccc(-c8ccc9c%10c(cccc8%10)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C9=O)s7)ccc5-6)s4)ccc(c23)C1=O,acceptor,,ZTNYCYRCCFUGRN-UHFFFAOYSA-N,
CCCCCCCCN1C(=O)C(C#N)=C(C)/C(=C\c2ccc(-c3cc4c5c(c(-c6ccc(/C=C7/C(=O)N(CCCCCCCC)C(=O)C(C#N)=C7C)s6)cc6c5c3C(=O)N(CCCCCCCC)C6=O)C(=O)N(CCCCCCCC)C4=O)s2)C1=O,acceptor,,ZSKGWAZSXPJBSA-XZRFTTNYSA-N,
CCCCCCCCN1C(=O)c2cc(-c3ccc(/C=C(\C#N)C(=O)OCCOC)s3)c3c4c(cc(-c5ccc(/C=C(\C#N)C(=O)OCCOC)s5)c(c24)C1=O)C(=O)N(CCCCCCCC)C3=O,acceptor,,QZEYLQHEVHZCJH-SWMYPXFDSA-N,
CCCCCCCCN1C(=O)c2cc(-c3ccc(C=C4SC(=S)N(CC)C4=O)s3)c3c4c(cc(-c5ccc(C=C6SC(=S)N(CC)C6=O)s5)c(c24)C1=O)C(=O)N(CCCCCCCC)C3=O,acceptor,,ILWQELSECUFTMP-UHFFFAOYSA-N,
CCCCCCCCn1nc2c(/C=C3/SC(=S)N(CC)C3=O)c(OC)c(OC)c(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4c(OC)c(OC)c(/C=C6/SC(=S)N(CC)C6=O)c6nn(CCCCCCCC)nc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c2n1,acceptor,,WLHTYGBFXKFJFI-CLVZFTFISA-N,
CCCCCCCCn1nc2c(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5ccc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc56)ccc3-4)c2n1,acceptor,,SFMIXUXWGSRGTG-BEQJGDKPSA-N,
CCCCCCCCn1nc2c(/C=C3\SC(=S)N(CC)C3=O)ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5ccc(/C=C6\SC(=S)N(CC)C6=O)c6nn(CCCCCCCC)nc56)ccc3-4)c2n1,acceptor,,KVOJAEKGQJOHER-RVWBSWPUSA-N,
CCCCCCCCn1nc2c(C=C(C#N)C#N)ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5ccc(C=C(C#N)C#N)c6nn(CCCCCCCC)nc56)ccc3-4)c2n1,acceptor,,VNAOGDMYHSPKPK-UHFFFAOYSA-N,
CCCCCCCCOC(=O)c1cc2c(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4sc(/C=C6/SC(=S)N(CC)C6=O)c6sc(C(=O)OCCCCCCCC)cc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)sc(/C=C3/SC(=S)N(CC)C3=O)c2s1,acceptor,,VHSDVZHJWOPXMP-CLVZFTFISA-N,
CCCCCCC1(CCCCCC)c2cc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)sc2-c2c(OC)c3c(c(OC)c21)-c1sc(/C=C2\C(=O)c4ccc(F)cc4C2=C(C#N)C#N)cc1C3(CCCCCC)CCCCCC,acceptor,,MBMGPFTWZYFNDQ-DHKDBVFLSA-N,
CCCCCCC1(CCCCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2c(OC)c3c(c(OC)c21)-c1sc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)cc1C3(CCCCCC)CCCCCC,acceptor,,JHYWIJBHDDJCJD-KYDBLHEPSA-N,
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)ccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccc(F)cc4C2=C(C#N)C#N)sc1-3,acceptor,,UUUOPDLLKJTTSN-BAEKNPOISA-N,
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4cscc4C2=C(C#N)C#N)sc1-3,acceptor,,MXQPCBMDUQDDCO-MSDQZTBYSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5scc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c5SCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3scc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)c3SCC(CC)CCCC)sc2-4)cc1,acceptor,,QKQWSKWSVPNSAO-VMEYAEKKSA-N,
CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)c1,acceptor,,WZDKWBUFXJCSTL-ODDCUFEPSA-N,
CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)sc5c32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)c1,acceptor,,OUDWSUTZFRGOFC-RAZNYSMDSA-N,
CCCCCCCCC1(CCCCCCCC)Oc2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)OC(CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,acceptor,,RBONBDRMJMLJKQ-OLOVZVDHSA-N,
CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CCC(CC)CCCC)c4c3n(CCC(CC)CCCC)c21,acceptor,,IROONPMIUUVEHC-OSVRWYDWSA-N,
CCCCCCCCN1C(=O)c2c(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)c6c4C(=O)N(CCCCCCCC)C6=O)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c2C1=O,acceptor,,WXNJSKBZVPFJKS-CYRJVABNSA-N,
CCCCCCOc1c2c(c(OCCCCCC)c3c1C(CCCCCC)(CCCCCC)c1cc(/C=C4\C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc1-3)C(CCCCCC)(CCCCCC)c1cc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)sc1-2,acceptor,,RZXAEDPGDUUDIC-ZANQYWCJSA-N,
ClB1N2/C3=N\\C(C4=C/5C=C(C=C(C(N(C(CCCCC)CCCCC)C6=O)=O)C6=C7)C7=C4)=NC5=N/C(N81)=C9C(C=C(C=C(C(N(C(CCCCC)CCCCC)C%10=O)=O)C%10=C%11)C%11=C9)=C8N=C2C%12=C3C=C(C=C(C(N(C(CCCCC)CCCCC)C%13=O)=O)C%13=C%14)C%14=C%12,acceptor,,NVPMVHLTZUUKHX-JOUMPNEOSA-N,
ClB1N2/C3=N\\C(C4=C/5C=C(C=C(C(N(C6=C(C(C)C)C=CC=C6C(C)C)C7=O)=O)C7=C8)C8=C4)=NC5=N/C(N91)=C%10C(C=C(C=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%12=C%13)C%13=C%10)=C9N=C2C%14=C3C=C(C=C(C(N(C%15=C(C(C)C)C=CC=C%15C(C)C)C%16=O)=O)C%16=C%17)C%17=C%14,acceptor,,ZXWGERZEVOVDEN-FQXDMJPZSA-N,
FB1N2/C3=N\\C(C4=C/5C=C(C=C(C(N(C(CCCCC)CCCCC)C6=O)=O)C6=C7)C7=C4)=NC5=N/C(N81)=C9C(C=C(C=C(C(N(C(CCCCC)CCCCC)C%10=O)=O)C%10=C%11)C%11=C9)=C8N=C2C%12=C3C=C(C=C(C(N(C(CCCCC)CCCCC)C%13=O)=O)C%13=C%14)C%14=C%12,acceptor,,OGIQMGGZZHGADT-JOUMPNEOSA-N,
O=C(N(C(CCCCC)CCCCC)C1=O)C(C1=C2)=CC(C2=C3)=CC4=C3C5=N/C4=N\\C(N67)=C8C(C=C(C=C(C(N(C(CCCCC)CCCCC)C9=O)=O)C9=C%10)C%10=C8)=C6N=C%11N(B7OC%12=CC=CC=C%12)/C(C%13=C%11C=C%14C(C=C(C(N(C(CCCCC)CCCCC)C%15=O)=O)C%15=C%14)=C%13)=N\\5,acceptor,,ITPAADIVYQCWFE-BJLBIFFUSA-N,
CCOCCOCCOc1ccc(-c2nc3c(-c4ccc(-c5cccs5)s4)c4nsnc4c(-c4ccc(-c5cccs5)s4)c3nc2-c2ccc(OCCOCCOCC)cc2)cc1,acceptor,,VVJMOSPMOJVQLV-UHFFFAOYSA-N,
CCOCCOCCOc1ccc(-c2nc3c(-c4ccc5nsnc5c4)c4nsnc4c(-c4ccc5nsnc5c4)c3nc2-c2ccc(OCCOCCOCC)cc2)cc1,acceptor,,CZOGMGPIHBROLY-UHFFFAOYSA-N,
CCOCCOCCOc1ccc(-c2nc3c(-c4cccs4)c4nsnc4c(-c4cccs4)c3nc2-c2ccc(OCCOCCOCC)cc2)cc1,acceptor,,NVOGCHOWSWCKQK-UHFFFAOYSA-N,
CCOCCOCCOc1ccc(-c2nc3c(-c4ccnc(F)c4F)c4nsnc4c(-c4ccnc(F)c4F)c3nc2-c2ccc(OCCOCCOCC)cc2)cc1,acceptor,,SJOQAFMPLMIGCO-UHFFFAOYSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc5c6c(sc5cc34)-c3sc4cc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)sc4c3C6(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc4c32)cc1,acceptor,,LUVLNQABOYULNJ-ODDCUFEPSA-N,
CCCCCCC1(CCCCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2c1ccc1c3c(ccc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,acceptor,,VHGDZQZGHKPXGA-CSNOPSJKSA-N,
CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)c5sc(C(=O)OCC(CC)CCCC)cc45)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2sc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4sc(C(=O)OCC(CC)CCCC)cc24)sc1-3,acceptor,,DRCZVSKPIOPRAY-ZDLQJUBASA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(ccc4c5c(ccc34)-c3sc4cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc4c3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6ccc(C)cc6C5=C(C#N)C#N)sc4c32)cc1,acceptor,,DTTXMOIOCZYEQR-JQOCLZIMSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(ccc4c5c(ccc34)-c3sc4cc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)sc4c3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)sc4c32)cc1,acceptor,,SBXNVCIDEGAFQF-RJKCTOINSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(ccc4c5c(ccc34)-c3sc4cc(/C=C6\C(=O)c7ccc(OC)cc7C6=C(C#N)C#N)sc4c3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6ccc(OC)cc6C5=C(C#N)C#N)sc4c32)cc1,acceptor,,HFYPCUIQRKNKSH-JQOCLZIMSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(ccc4c5c(ccc34)-c3sc4cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc4c3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc4c32)cc1,acceptor,,DVXMDROZNHEBKT-FPHRXBSRSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c(c32)c2ccc3nc(OCC(CCCC)CCCCCC)c5c6sc7c(c6c6ccc8nc(OCC(CCCC)CCCCCC)c4c4c8c6c5c3c24)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-7)cc1,acceptor,,UATDJXRROAJIIF-LOAUJPIWSA-N,
CCCCCCCCC1(CCCCCCCC)c2cc3cc4c(cc3cc2-c2sc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc1-4,acceptor,,WABMEUGOARQSLD-DCBMKALFSA-N,
CCCCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c5cc6c(cc5n(C(CCCCCCCC)CCCCCCCC)c4cc3-c3sc(/C=C4/C(=O)c5ccccc5C4=C(C#N)C#N)cc32)-c2sc(/C=C3/C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCCCC)cc2)cc1,acceptor,,GECBKVIEGHIWBU-QBIIGOQRSA-N,
CCCCCCCCOC(=O)c1cc2c(-c3cc4c(s3)-c3cc5c(cc3C4(CCCCCC)CCCCCC)-c3sc(-c4sc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6sc(C(=O)OCCCCCCCC)cc46)cc3C5(CCCCCC)CCCCCC)sc(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)c2s1,acceptor,,YEEHGLZXIKYWSL-CJDFPCAPSA-N,
CCCCCCCCc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(-c2sc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)cc2CCCCCCCC)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,acceptor,,PXOGIIWJIQMLBS-OKBDSSPNSA-N,
CCCCCCCCOc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(-c2sc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)cc2OCCCCCCCC)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,acceptor,,FBYKSWQLHCMPMP-OKBDSSPNSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5c(F)c(F)c(/C=C6\SC(=S)N(CC)C6=O)c6nsnc56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3c(F)c(F)c(/C=C5\SC(=S)N(CC)C5=O)c5nsnc35)sc2-4)cc1,acceptor,,OPVXBDACCPLFAX-DGCNFPBJSA-N,
CCCCCCc1ccc(-c2c(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc3c2sc2c4c5nsnc5c5c6sc7c(-c8ccc(CCCCCC)cc8)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC(CC)CCCC)c5c4n(CC(CC)CCCC)c32)cc1,acceptor,,PEVSGGMASMJJFW-BYJCRLSZSA-N,
CCCCCCc1cccc(-c2c(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc3c2sc2c4c5nsnc5c5c6sc7c(-c8cccc(CCCCCC)c8)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC(CC)CCCC)c5c4n(CC(CC)CCCC)c32)c1,acceptor,,QDURWGQTZGTDQY-BYJCRLSZSA-N,
CCCCCCc1ccccc1-c1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(-c7ccccc7CCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,acceptor,,GRJOMSIHRWWLKT-BYJCRLSZSA-N,
CCCCCCCCc1ccc(-c2c(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc3c2sc2c4c5nsnc5c5c6sc7c(-c8ccc(CCCCCCCC)s8)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC(CC)CCCC)c5c4n(CC(CC)CCCC)c32)s1,acceptor,,HXFNYXLTDBQTOB-CSNOPSJKSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3ccc4c(sc5c6ccc7c(c6sc45)C(c4ccc(CCCCCC)cc4)(c4ccc(CCCCCC)cc4)c4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc4-7)c32)cc1,acceptor,,VVPPXYRQLGKFGH-FPHRXBSRSA-N,
CCCCC(CC)COC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC(C2=C(OCC(CC)CCCC)C(OCC(CC)CCCC)=C(C3=CC(OCC(CC)CCCC)=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S3)S2)=C1,acceptor,,ZRTQTSHDKIJLHP-CYQPBJIPSA-N,
CCCCC(CC)CN1C(=O)C2=C(C3=CC=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C7=CC=C(C8=C9C(=O)N(CC(CC)CCCC)C(C%10=CC=CS%10)=C9C(=O)N8CC(CC)CCCC)S7)S6)C6=NSN=C56)S4)S3)N(CC(CC)CCCC)C(=O)C2=C1C1=CC=CS1,acceptor,,ZSSVRITYLNOSFW-UHFFFAOYSA-N,
CCCCC(CC)CN1C(=O)C2=C(C3=CC=C(C4=CC=C(C5=CC=C(C6=CC=C(C7=CC=C(C8=C9C(=O)N(CC(CC)CCCC)C(C%10=CC=CS%10)=C9C(=O)N8CC(CC)CCCC)S7)S6)C6=NSN=C56)S4)S3)N(CC(CC)CCCC)C(=O)C2=C1C1=CC=CS1,acceptor,166680993.0,HRHVLOQVKPAGNK-UHFFFAOYSA-N,CN-113224115-B;CN-113281802-B;CN-115144888-B;EP-3863059-A1;EP-3863059-B1;EP-4068363-A1;EP-4068363-B1;EP-4180845-A1;US-11573336-B2;US-11581359-B2;US-12433044-B2;US-20210239859-A1;US-20210242273-A1;US-2021242273-A1;US-20220359128-A1;US-20230145517-A1
